"Order Line/Order Reference","Order Line/Product","Order Line/Unit Price","Order Line/Quantity","Order Line/Received Qty","Order Line/Subtotal","Order Line/Confirmed Date","Order Line/Expected Arrival Time","Order Line/Partner","Order Line/Company","Order Line/Created By","Order Line/Status","Order Line/Order Reference/Actual Ship Date"
"NWP26098219","[VHB43208] BAOXI Seafood Hair 30bags*500g","4.89","1.0","0.0","4.89","2026-09-19 13:33:12","2026-10-03 13:33:12","Sakura Rising Sun Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098219","[VCA93361] BAOXI Coconut Fashion Jewelry 400ml","18.32","138.0","0.0","2528.16","2026-09-19 13:33:12","2026-10-03 13:33:12","Sakura Rising Sun Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098219","[VHK62378] BAOXI Pickled Vegetable Home Cleaning 500ml","2.5","84.0","0.0","210.0","2026-09-19 13:33:12","2026-10-03 13:33:12","Sakura Rising Sun Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098219","[VHS61142] BAOXI Strawberry Health & Nutrition Drinks 250ml","19.96","33.0","0.0","658.68","2026-09-19 13:33:12","2026-10-03 13:33:12","Sakura Rising Sun Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NJP26098764","[A93121] Songzhu Beef Sparkling Water 24btls*480ml","10.94","3.0","0.0","32.82","2026-09-19 12:50:34","2026-09-24 12:50:34","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098764","[VHS64175] Maibao Jujube Health & Nutrition Drinks 200ml","8.96","837.0","0.0","7499.52","2026-09-19 12:50:34","2026-09-24 12:50:34","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098764","[A52240] Songzhu Grape Sparkling Water 20btls*330ml","15.95","7.0","0.0","111.65","2026-09-19 12:50:34","2026-09-24 12:50:34","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098764","[E52272] ANZHU Jujube Chili Seasonings 10bags*200g","24.54","85.0","0.0","2085.9","2026-09-19 12:50:34","2026-09-24 12:50:34","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098764","[VHK30154] Maibao Melon Home Cleaning 250ml","13.48","271.0","0.0","","2026-09-19 12:50:34","2026-09-24 12:50:34","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"CAP26098441","[F18149] FENGGU Lemon Flour 12bags*200g","37.72","3.0","0.0","","2026-09-19 12:46:49","2026-11-20 12:46:49","Nanxi Foods USA Inc","Crestline Pacific Inc","Lina Hua","purchase",""
"CAP26098441","[FA97196] Runliang Jujube Glutinous Rice Balls 8bags*200g","32.74","2.0","0.0","65.48","2026-09-19 12:46:49","2026-11-20 12:46:49","Nanxi Foods USA Inc","Crestline Pacific Inc","Lina Hua","purchase",""
"TXP26098622 (OL2952-3)","[H04302] Maicheng Milk Pickled Products 24bags*100g","52.33","1.0","0.0","52.33","2026-09-19 12:08:15","2026-11-15 12:08:15","Songxi Foods USA Inc","Crestline Houston Inc","Harvey Sun","purchase",""
"TXP26098622 (OL2952-3)","[L14205] Maicheng Pineapple Tofu Skin 8bags*70g","57.01","3.0","0.0","171.03","2026-09-19 12:08:15","2026-11-15 12:08:15","Songxi Foods USA Inc","Crestline Houston Inc","Harvey Sun","purchase",""
"TXP26098622 (OL2952-3)","[E33313] MEIJIN Osmanthus Black Pepper 6bags*1000g","38.01","15.0","0.0","570.15","2026-09-19 12:08:15","2026-11-15 12:08:15","Songxi Foods USA Inc","Crestline Houston Inc","Harvey Sun","purchase",""
"TXP26098622 (OL2952-3)","[B97167] Yuanyue Milk Cheese Snacks 12bags*70g","11.99","12.0","0.0","143.88","2026-09-19 12:08:15","2026-11-15 12:08:15","Songxi Foods USA Inc","Crestline Houston Inc","Harvey Sun","purchase",""
"ILP26098612","[G44190] YOUFENG Coconut Oyster Sauce 10bags*500g","34.41","1.0","0.0","34.41","2026-09-19 11:12:48","2026-09-29 11:12:48","Morning Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","purchase",""
"ILP26098612","[D23226] JINSONG Peach Rice Noodles 12bags*200g","14.66","1.0","0.0","14.66","2026-09-19 11:12:48","2026-09-29 11:12:48","Morning Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","purchase",""
"ILP26098612","[G78186] Baochen Sea Salt MSG&Seasoning Powder 20bags*200g","45.14","1.0","0.0","45.14","2026-09-19 11:12:48","2026-09-29 11:12:48","Morning Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","purchase",""
"NJP26098800","[VCA78277] Yuantian Spicy Apparel & Accessories 200ml","14.34","222.0","0.0","3183.48","2026-09-19 08:31:50","2026-11-08 08:31:50","Nanxi Bridge Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","purchase",""
"NJP26098800","[VHB89153] Fengmai Beef Hand & Body Care 100ml","3.67","17.0","0.0","62.39","2026-09-19 08:31:50","2026-11-08 08:31:50","Nanxi Bridge Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","purchase",""
"NJP26098800","[VFM75386] Fengmai Red Bean Derma Care 200ml","3.7","436.0","0.0","1613.2","2026-09-19 08:31:50","2026-11-08 08:31:50","Nanxi Bridge Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","purchase",""
"NJP26098800","[VBB85169] Yuantian Corn Mother & Bady 24bags*1000g","12.57","108.0","0.0","1357.56","2026-09-19 08:31:50","2026-11-08 08:31:50","Nanxi Bridge Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","purchase",""
"NJP26098800","[VCA83276] Yuantian Pickled Vegetable Fashion Jewelry 400ml","7.23","387.0","0.0","2798.01","2026-09-19 08:31:50","2026-11-08 08:31:50","Nanxi Bridge Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","purchase",""
"NJP26098800","[VCA17381] Yuantian Corn Clothes & Apparel 10bags*150g","15.43","6.0","0.0","92.58","2026-09-19 08:31:50","2026-11-08 08:31:50","Nanxi Bridge Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","purchase",""
"NJP26098598","[L26273] QINGXIAN Pickled Vegetable Mushrooms 10bags*70g","70.4","7.0","0.0","492.8","2026-09-18 17:42:01","2026-11-22 17:42:01","Nanxi Orient Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098598","[L43322] QINGXIAN Chicken Jujube 20bags*400g","70.27","2.0","0.0","140.54","2026-09-18 17:42:01","2026-11-22 17:42:01","Nanxi Orient Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098598","[VFM66152] XIANZHU Honey Derma Care 250ml","11.91","31.0","0.0","","2026-09-18 17:42:01","2026-11-22 17:42:01","Nanxi Orient Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098598","[A97366] Tianxi Oolong Juice 20btls*330ml","10.97","2.0","0.0","21.94","2026-09-18 17:42:01","2026-11-22 17:42:01","Nanxi Orient Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098598","[FA27163] TIANJIN Pineapple Dumplings 10bags*100g","41.18","37.0","0.0","1523.66","2026-09-18 17:42:01","2026-11-22 17:42:01","Nanxi Orient Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098598","[FG18287] TIANJIN Oolong Frozen Beef 12bags*100g","47.64","1.0","0.0","47.64","2026-09-18 17:42:01","2026-11-22 17:42:01","Nanxi Orient Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"ILP26098668","[B36263] Lingyou Beef Biscuits & Pastries&Cakes 8bags*100g","30.56","1.0","0.0","30.56","2026-09-18 17:06:23","2026-11-04 17:06:23","Lanting Harvest Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","purchase",""
"NJP26098433","[H05147] YOULING Honey Pickled Products 8bags*200g","53.74","26.0","0.0","1397.24","2026-09-18 15:22:17","2026-11-14 15:22:17","Qinglan Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NWP26098356","[E56203] Zhouyou Taro Chili Seasonings 8bags*1000g","37.04","1.0","0.0","37.04","2026-09-18 14:47:27","2026-11-23 14:47:27","Jiangbei Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098356","[A17227] Baoan Grape Coconut Water 20btls*280ml","18.73","19.0","0.0","355.87","2026-09-18 14:47:27","2026-11-23 14:47:27","Jiangbei Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098356","[F79209] XIANZHOU Oolong Starch 12bags*1000g","24.13","1.0","0.0","24.13","2026-09-18 14:47:27","2026-11-23 14:47:27","Jiangbei Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098356","[A87246] Baoan Garlic Beverages 15btls*480ml","17.32","3.0","0.0","51.96","2026-09-18 14:47:27","2026-11-23 14:47:27","Jiangbei Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098356","[A92139] Baoan Beef Milk 24btls*480ml","16.32","1.0","0.0","16.32","2026-09-18 14:47:27","2026-11-23 14:47:27","Jiangbei Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098819","[VCA68251] Ruizhou Vanilla Clothes & Apparel 8bags*500g","12.48","2.0","0.0","24.96","2026-09-18 14:06:59","2026-11-25 14:06:59","Lanting Foods USA Inc","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098819","[G72150] Qingyue Vanilla Oyster Sauce 8bags*400g","24.05","2.0","0.0","48.1","2026-09-18 14:06:59","2026-11-25 14:06:59","Lanting Foods USA Inc","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098819","[VPC87320] Tianyue Milk Oral Care 10bags*150g","13.6","6.0","0.0","81.6","2026-09-18 14:06:59","2026-11-25 14:06:59","Lanting Foods USA Inc","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098819","[F59323] Yunyuan Corn Rice 8bags*150g","29.53","2.0","0.0","59.06","2026-09-18 14:06:59","2026-11-25 14:06:59","Lanting Foods USA Inc","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098025","[A71357] QINGQUAN Lemon Plant-Based Drinks 20btls*1500ml","17.88","2.0","0.0","35.76","2026-09-18 14:02:21","2026-11-08 14:02:21","Qinglan Silk Road Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098025","[A56386] QINGQUAN Coconut Plant-Based Drinks 24btls*1500ml","19.37","1.0","0.0","19.37","2026-09-18 14:02:21","2026-11-08 14:02:21","Qinglan Silk Road Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098025","[FE72304] Chenqing Melon Ice Cream 8boxes*3bags*90ml","45.47","39.0","0.0","1773.33","2026-09-18 14:02:21","2026-11-08 14:02:21","Qinglan Silk Road Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098025","[FE16292] Chenqing Grape Ice Cream 6boxes*3bags*90ml","46.77","81.0","0.0","3788.37","2026-09-18 14:02:21","2026-11-08 14:02:21","Qinglan Silk Road Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098025","[FE83255] Chenqing Brown Sugar Ice Cream 8boxes*3bags*72ml","31.72","4.0","0.0","126.88","2026-09-18 14:02:21","2026-11-08 14:02:21","Qinglan Silk Road Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"NWP26098025","[FE54213] Chenqing Peach Ice Cream 24boxes*3bags*88ml","37.5","75.0","0.0","2812.5","2026-09-18 14:02:21","2026-11-08 14:02:21","Qinglan Silk Road Trading Co., LTD","Crestline Northwest Inc","Yan Qin (Lina)","purchase",""
"CAP26098910","[VCA14282] CHENWAN Spicy Fashion Jewelry 100ml","4.21","46.0","0.0","193.66","2026-09-18 09:41:59","2026-11-02 09:41:59","Willow Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","purchase",""
"CAP26098910","[Z51230] Xingxiang Corn Packaging 6bags*1000g","16.6","1.0","0.0","16.6","2026-09-18 09:41:59","2026-11-02 09:41:59","Willow Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","purchase",""
"CAP26098910","[VHB18210] CHENWAN Sea Salt Hair 10bags*70g","12.5","155.0","0.0","1937.5","2026-09-18 09:41:59","2026-11-02 09:41:59","Willow Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","purchase",""
"CAP26098910","[Z12230] Xingxiang Brown Sugar Packaging 8bags*200g","38.98","13.0","0.0","506.74","2026-09-18 09:41:59","2026-11-02 09:41:59","Willow Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","purchase",""
"NWP26098555 (OL3939-1)","[A43160] Tianxi BBQ Sparkling Water 15btls*480ml","17.6","1.0","0.0","17.6","2026-09-18 09:15:22","2026-11-22 09:15:22","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098555 (OL3939-1)","[B28336] Chenrui Tomato Candy 12bags*100g","25.96","12.0","0.0","311.52","2026-09-18 09:15:22","2026-11-22 09:15:22","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098555 (OL3939-1)","[FA98206] TIANJIN Honey Steamed Buns 10bags*400g","31.79","1.0","0.0","31.79","2026-09-18 09:15:22","2026-11-22 09:15:22","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098555 (OL3939-1)","[B56339] Chenrui Peach Rice Crackers&Popcorn 24bags*500g","35.37","1.0","0.0","35.37","2026-09-18 09:15:22","2026-11-22 09:15:22","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098555 (OL3939-1)","[VFM27131] XIANZHU Honey Derma Care 100ml","3.14","74.0","0.0","232.36","2026-09-18 09:15:22","2026-11-22 09:15:22","Nanxi Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098516","[G10181] Baochen Pickled Vegetable Soybean Paste 8bags*1000g","24.55","1.0","0.0","24.55","2026-09-18 08:53:56","2026-09-28 08:53:56","Morning Harvest Imports Inc.","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098516","[G78186] Baochen Sea Salt MSG&Seasoning Powder 20bags*200g","48.92","1.0","0.0","48.92","2026-09-18 08:53:56","2026-09-28 08:53:56","Morning Harvest Imports Inc.","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"ILP26098045","[FE16253] Chenqing Strawberry Ice Cream 6boxes*4bags*88ml","52.85","52.0","0.0","2748.2","2026-09-18 08:33:56","2026-11-08 08:33:56","Qinglan Silk Road Trading Co., LTD","Crestline Chicago Inc","Jason Qian","purchase",""
"NJP26098539","[CJ07286] Baochen Chocolate Salt 6bags*100g","31.82","1.0","0.0","31.82","2026-09-17 17:47:03","2026-09-27 17:47:03","Morning Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098539","[E32256] YOUFENG Spicy Chili Seasonings 24bags*150g","17.12","1.0","0.0","17.12","2026-09-17 17:47:03","2026-09-27 17:47:03","Morning Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098539","[D23226] JINSONG Peach Rice Noodles 12bags*200g","15.58","22.0","0.0","342.76","2026-09-17 17:47:03","2026-09-27 17:47:03","Morning Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098539","[F32229] Guxi Pickled Vegetable Peanuts 8bags*70g","21.07","8.0","0.0","168.56","2026-09-17 17:47:03","2026-09-27 17:47:03","Morning Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"CAP26098136","[FE60393] YUANCHUAN Brown Sugar Ice Cream 6boxes*4bags*88ml","32.68","17.0","0.0","555.56","2026-09-17 16:46:09","2026-09-22 16:46:09","Summit Orient Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","purchase",""
"CAP26098136","[FE18257] YUANCHUAN Peach Ice Cream 24boxes*4bags*72ml","36.75","2.0","0.0","73.5","2026-09-17 16:46:09","2026-09-22 16:46:09","Summit Orient Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","purchase","2026-09-18"
"CAP26098136","[VPC79398] Youle Sea Salt Personal Care 24bags*1000g","15.26","1.0","0.0","15.26","2026-09-17 16:46:09","2026-09-22 16:46:09","Summit Orient Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","purchase","2026-09-18"
"CAP26098136","[FE04114] YUANCHUAN Melon Ice Cream 8boxes*4bags*90ml","41.04","13.0","0.0","533.52","2026-09-17 16:46:09","2026-09-22 16:46:09","Summit Orient Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","purchase","2026-09-18"
"CAP26098136","[FE14300] YUANCHUAN Matcha Ice Cream 6boxes*3bags*90ml","48.12","37.0","0.0","1780.44","2026-09-17 16:46:09","2026-09-22 16:46:09","Summit Orient Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","purchase","2026-09-18"
"CAP26098136","[A89374] FENGFU Taro Beverages 20btls*1500ml","12.56","2.0","0.0","25.12","2026-09-17 16:46:09","2026-09-22 16:46:09","Summit Orient Imports Inc.","Crestline Pacific Inc","Hao Lyu (Owen)","purchase","2026-09-18"
"CAP26099213","[E27390] XIANGYOU Oolong Chili Seasonings 8bags*1000g","46.41","8.0","0.0","371.28","2026-09-17 15:04:41","2026-10-30 15:04:41","Hengshan Foods USA Inc","Crestline Pacific Inc","Lina Hua","purchase",""
"CAP26099213","[VHK93396] CHUANBAO Pickled Vegetable Home Cleaning 250ml","17.43","52.0","0.0","906.36","2026-09-17 15:04:41","2026-10-30 15:04:41","Hengshan Foods USA Inc","Crestline Pacific Inc","Lina Hua","purchase",""
"CAP26099213","[E30150] YOUSHUN Garlic Garlic 1bag*25lb","25.85","230.0","0.0","5945.5","2026-09-17 15:04:41","2026-10-30 15:04:41","Hengshan Foods USA Inc","Crestline Pacific Inc","Lina Hua","purchase",""
"CAP26099213","[G50228] XIANGYOU Red Bean Cooking Wine 20bags*100g","38.74","77.0","0.0","","2026-09-17 15:04:41","2026-10-30 15:04:41","Hengshan Foods USA Inc","Crestline Pacific Inc","Lina Hua","purchase",""
"CAP26098394","[I40137] Xisong Seafood Sichuan Pepper Oil 6bags*200g","22.93","1.0","0.0","22.93","2026-09-17 14:43:56","2026-09-22 14:43:56","Blue Bay Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","purchase",""
"CAP26098394","[I31399] Xisong Seafood Peanut Oil 10bags*150g","20.05","6.0","0.0","120.3","2026-09-17 14:43:56","2026-09-22 14:43:56","Blue Bay Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","purchase",""
"NJP26098713","[VSC77229] CHENWAN Grape Skin Care 60ml","8.2","9.0","0.0","73.8","2026-09-17 14:19:06","2026-11-01 14:19:06","Willow Orient Imports Inc.","Crestline New Jersey Inc","Nora Sun","purchase",""
"NJP26098713","[VBB72309] CHENWAN Pineapple Baby Products 150ml","10.49","1452.0","0.0","15231.48","2026-09-17 14:19:06","2026-11-01 14:19:06","Willow Orient Imports Inc.","Crestline New Jersey Inc","Nora Sun","purchase",""
"TXP26098435","[G71202] CHUANRUI Green Tea MSG&Seasoning Powder 12bags*70g","21.51","2.0","2.0","43.02","2026-09-17 13:47:22","2026-09-22 13:47:22","Blue Bay Harvest Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26098435","[B23165] FENGJIA Sea Salt Seaweed Snacks & Dried Kelp 12bags*1000g","21.44","1.0","1.0","21.44","2026-09-17 13:47:22","2026-09-22 13:47:22","Blue Bay Harvest Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"ILP26098339","[E55188] Maijia Red Bean Cumin 8bags*1000g","16.36","1.0","0.0","16.36","2026-09-17 12:34:03","2026-11-04 12:34:03","Fengcheng Foods USA Inc","Crestline Chicago Inc","Jason Qian","purchase",""
"ILP26098339","[B19354] MAIWAN Beef Seasoned Vegetarian Snacks 20bags*400g","32.56","13.0","0.0","423.28","2026-09-17 12:34:03","2026-11-04 12:34:03","Fengcheng Foods USA Inc","Crestline Chicago Inc","Jason Qian","purchase",""
"ILP26098339","[B27179] MAIWAN Five Spice Candy 10bags*70g","27.37","1.0","0.0","27.37","2026-09-17 12:34:03","2026-11-04 12:34:03","Fengcheng Foods USA Inc","Crestline Chicago Inc","Jason Qian","purchase",""
"ILP26098339","[B23232] Fuxi Green Tea Puffed Snacks 8bags*70g","38.84","16.0","0.0","621.44","2026-09-17 12:34:03","2026-11-04 12:34:03","Fengcheng Foods USA Inc","Crestline Chicago Inc","Jason Qian","purchase",""
"ILP26098339","[E62369] Maijia Red Bean Garlic 1bag*50lb","38.89","1.0","0.0","38.89","2026-09-17 12:34:03","2026-11-04 12:34:03","Fengcheng Foods USA Inc","Crestline Chicago Inc","Jason Qian","purchase",""
"NWP26098393","[H05147] YOULING Honey Pickled Products 8bags*200g","51.13","2.0","0.0","102.26","2026-09-17 11:07:24","2026-11-13 11:07:24","Qinglan Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NWP26098393","[FA48131] WEIFENG Corn Frozen Pastries&Pancakes&Baked Pancakes 30bags*70g","28.27","8.0","0.0","226.16","2026-09-17 11:07:24","2026-11-13 11:07:24","Qinglan Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","purchase",""
"NJP26098394","[F02219] Xixiang Spicy Rice 12bags*500g","27.52","1.0","0.0","27.52","2026-09-17 10:20:40","2026-11-22 10:20:40","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098394","[E56203] Zhouyou Taro Chili Seasonings 8bags*1000g","39.99","3.0","0.0","119.97","2026-09-17 10:20:40","2026-11-22 10:20:40","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"NJP26098394","[F53365] Xixiang Five Spice Rice 20bags*150g","37.09","1.0","0.0","37.09","2026-09-17 10:20:40","2026-11-22 10:20:40","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","purchase",""
"TXP26098140 (OL3581-5)","[FE18257] YUANCHUAN Peach Ice Cream 24boxes*4bags*72ml","35.36","1.0","1.0","35.36","2026-09-17 09:41:36","2026-09-22 09:41:36","Summit Orient Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26098140 (OL3581-5)","[FE60393] YUANCHUAN Brown Sugar Ice Cream 6boxes*4bags*88ml","33.39","4.0","4.0","133.56","2026-09-17 09:41:36","2026-09-22 09:41:36","Summit Orient Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26098140 (OL3581-5)","[FE29343] YUANCHUAN Milk Ice Cream 6boxes*4bags*90ml","39.72","1.0","1.0","39.72","2026-09-17 09:41:36","2026-09-22 09:41:36","Summit Orient Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
