"批次/序列号码","内部参考号","产品/内部参考号","产品/名称","产品/产品类别/上级名称","产品/产品类别/中文名称","产品/CN 品牌","显示名称","在手数量","有效期","产品/批次可用","产品/预测数量","产品/打板","产品/计量单位","产品/基准成本","活动","产品/有效期","产品/销售价格","公司"
"L280100100","","FE83255","Chenqing Brown Sugar Frozen Dessert | 晨青 黑糖冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","晨青","01-07-2028/0.0","2.0","2028-01-07","4.0","4.0","","Case","31.661","","540","42.5","Crestline New Jersey Inc"
"L270900101","","FE83255","Chenqing Brown Sugar Frozen Dessert | 晨青 黑糖冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","晨青","09-29-2027/0.0","2.0","2027-09-29","4.0","4.0","","Case","31.661","","540","42.5","Crestline New Jersey Inc"
"2025-09-11","","FE83255","Chenqing Brown Sugar Frozen Dessert | 晨青 黑糖冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","晨青","09-11-2025/0.0","0.0","2025-09-11","4.0","4.0","","Case","31.661","","540","42.5","Crestline New Jersey Inc"
"L250800103","","FE83255","Chenqing Brown Sugar Frozen Dessert | 晨青 黑糖冰淇淋 8boxes*3bags*72ml","冷冻和冷藏食品","冰淇淋","晨青","08-21-2025/0.0","0.0","2025-08-21","4.0","4.0","","Case","31.661","","540","42.5","Crestline New Jersey Inc"
"L270100104","","FE54213","Chenqing Peach Frozen Dessert | 晨青 蜜桃冰淇淋 24boxes*3bags*88ml","冷冻和冷藏食品","冰淇淋","晨青","01-12-2027/0.0","10.0","2027-01-12","20.0","20.0","7*11=77","Case","39.027","","540","52.0","Crestline New Jersey Inc"
"L261000105","","FE54213","Chenqing Peach Frozen Dessert | 晨青 蜜桃冰淇淋 24boxes*3bags*88ml","冷冻和冷藏食品","冰淇淋","晨青","10-06-2026/0.0","10.0","2026-10-06","20.0","20.0","7*11=77","Case","39.027","已到警报日期","540","999.0","Crestline New Jersey Inc"
"L260700106","","FE54213","Chenqing Peach Frozen Dessert | 晨青 蜜桃冰淇淋 24boxes*3bags*88ml","冷冻和冷藏食品","冰淇淋","晨青","07-08-2026/0.0","0.0","2026-07-08","20.0","20.0","7*11=77","Case","39.027","","540","52.0","Crestline New Jersey Inc"
"2025-10-08","","FE54213","Chenqing Peach Frozen Dessert | 晨青 蜜桃冰淇淋 24boxes*3bags*88ml","冷冻和冷藏食品","冰淇淋","晨青","10-08-2025/0.0","0.0","2025-10-08","20.0","20.0","7*11=77","Case","39.027","","540","52.0","Crestline New Jersey Inc"
"L270800108","","FE72304","Chenqing Melon Frozen Dessert | 晨青 哈密瓜冰淇淋 8boxes*3bags*90ml","冷冻和冷藏食品","冰淇淋","晨青","08-18-2027/0.0","373.0","2027-08-18","746.0","746.0","","Case","49.37","","540","62.5","Crestline New Jersey Inc"
"L271100109","","FE72304","Chenqing Melon Frozen Dessert | 晨青 哈密瓜冰淇淋 8boxes*3bags*90ml","冷冻和冷藏食品","冰淇淋","晨青","11-08-2027/0.0","373.0","2027-11-08","746.0","746.0","","Case","49.37","","540","62.5","Crestline New Jersey Inc"
"2026-01-03","","FE72304","Chenqing Melon Frozen Dessert | 晨青 哈密瓜冰淇淋 8boxes*3bags*90ml","冷冻和冷藏食品","冰淇淋","晨青","01-03-2026/0.0","0.0","2026-01-03","746.0","746.0","","Case","49.37","","540","999.0","Crestline New Jersey Inc"
"L260300111","","FE72304","Chenqing Melon Frozen Dessert | 晨青 哈密瓜冰淇淋 8boxes*3bags*90ml","冷冻和冷藏食品","冰淇淋","晨青","03-14-2026/0.0","0.0","2026-03-14","746.0","746.0","","Case","49.37","","540","62.5","Crestline New Jersey Inc"
"L280200112","","G96263","XIANFU Taro Spread | 鲜福 芋头糖浆 30bags*150g","蜂蜜果酱","糖浆","鲜福","02-29-2028/0.0","23.0","2028-02-29","69.0","69.0","","Case","22.37","","720","28.5","Crestline New Jersey Inc"
"L270800113","","G96263","XIANFU Taro Spread | 鲜福 芋头糖浆 30bags*150g","蜂蜜果酱","糖浆","鲜福","08-30-2027/0.0","23.0","2027-08-30","69.0","69.0","","Case","22.37","","720","28.5","Crestline New Jersey Inc"
"L270200114","","G96263","XIANFU Taro Spread | 鲜福 芋头糖浆 30bags*150g","蜂蜜果酱","糖浆","鲜福","02-28-2027/0.0","23.0","2027-02-28","69.0","69.0","","Case","22.37","","720","28.5","Crestline New Jersey Inc"
"L270600115","","G05189","XIANFU Jujube Spread | 鲜福 红枣果酱 30bags*1000g","蜂蜜果酱","果酱","鲜福","06-03-2027/0.0","204.0","2027-06-03","204.0","226.0","18*11=198","Case","27.288","","360","36.0","Crestline New Jersey Inc"
"L260900116","","I25184","Lusong Pickled Vegetable Oil | 鹿松 酸菜花椒油 10bags*70g","食用油","花椒油","鹿松","09-05-2026/0.0","17.0","2026-09-05","51.0","51.0","","Case","36.443","已到警报日期","540","44.5","Crestline New Jersey Inc"
"L270700117","","I25184","Lusong Pickled Vegetable Oil | 鹿松 酸菜花椒油 10bags*70g","食用油","花椒油","鹿松","07-13-2027/0.0","17.0","2027-07-13","51.0","51.0","","Case","36.443","","540","44.5","Crestline New Jersey Inc"
"L270700118","","I25184","Lusong Pickled Vegetable Oil | 鹿松 酸菜花椒油 10bags*70g","食用油","花椒油","鹿松","07-29-2027/0.0","17.0","2027-07-29","51.0","51.0","","Case","36.443","","540","44.5","Crestline New Jersey Inc"
"L271100119","","I96105","Lusong Chicken Oil | 鹿松 鸡肉花椒油 10bags*100g","食用油","花椒油","鹿松","11-26-2027/0.0","2.0","2027-11-26","3.0","5.0","14*8=112","Case","38.086","","540","54.0","Crestline New Jersey Inc"
"L270300120","","I96105","Lusong Chicken Oil | 鹿松 鸡肉花椒油 10bags*100g","食用油","花椒油","鹿松","03-12-2027/0.0","1.0","2027-03-12","3.0","5.0","14*8=112","Case","38.086","","540","54.0","Crestline New Jersey Inc"
"2026-06-22","","I96105","Lusong Chicken Oil | 鹿松 鸡肉花椒油 10bags*100g","食用油","花椒油","鹿松","06-22-2026/0.0","0.0","2026-06-22","3.0","5.0","14*8=112","Case","38.086","","540","54.0","Crestline New Jersey Inc"
"L261200122","","I69188","Lusong Melon Oil | 鹿松 哈密瓜菜籽油 10bags*1000g","食用油","菜籽油","鹿松","12-07-2026/0.0","4.0","2026-12-07","7.0","7.0","4*14=56","Case","38.932","","540","46.0","Crestline New Jersey Inc"
"L261100123","","I69188","Lusong Melon Oil | 鹿松 哈密瓜菜籽油 10bags*1000g","食用油","菜籽油","鹿松","11-12-2026/0.0","3.0","2026-11-12","7.0","7.0","4*14=56","Case","38.932","已到警报日期","540","46.0","Crestline New Jersey Inc"
"L271000124","","I66102","Lusong Garlic Oil | 鹿松 蒜香花生油 20bags*100g","食用油","花生油","鹿松","10-16-2027/0.0","18.0","2027-10-16","50.0","50.0","","Case","18.768","","540","21.5","Crestline New Jersey Inc"
"L270900125","","I66102","Lusong Garlic Oil | 鹿松 蒜香花生油 20bags*100g","食用油","花生油","鹿松","09-23-2027/0.0","16.0","2027-09-23","50.0","50.0","","Case","18.768","","540","999.0","Crestline New Jersey Inc"
"L271200126","","I66102","Lusong Garlic Oil | 鹿松 蒜香花生油 20bags*100g","食用油","花生油","鹿松","12-09-2027/0.0","16.0","2027-12-09","50.0","50.0","","Case","18.768","","540","21.5","Crestline New Jersey Inc"
"2025-11-02","","I66102","Lusong Garlic Oil | 鹿松 蒜香花生油 20bags*100g","食用油","花生油","鹿松","11-02-2025/0.0","0.0","2025-11-02","50.0","50.0","","Case","18.768","","540","999.0","Crestline New Jersey Inc"
"L271200128","","I17155","Lusong Seafood Oil | 鹿松 海鲜花生油 8bags*400g","食用油","花生油","鹿松","12-24-2027/0.0","100.0","2027-12-24","199.0","473.0","8*8=64","Case","16.934","","540","999.0","Crestline New Jersey Inc"
"L271200129","","I17155","Lusong Seafood Oil | 鹿松 海鲜花生油 8bags*400g","食用油","花生油","鹿松","12-21-2027/0.0","99.0","2027-12-21","199.0","473.0","8*8=64","Case","16.934","","540","21.0","Crestline New Jersey Inc"
"L261200130","","B46334","SHANBAO Jujube Snack | 山宝 红枣膨化食品 12bags*200g","糖果零食","膨化食品","山宝","12-19-2026/0.0","60.0","2026-12-19","60.0","60.0","6*7=42","Case","16.868","","270","21.5","Crestline New Jersey Inc"
"L260400131","","B46334","SHANBAO Jujube Snack | 山宝 红枣膨化食品 12bags*200g","糖果零食","膨化食品","山宝","04-11-2026/0.0","0.0","2026-04-11","60.0","60.0","6*7=42","Case","16.868","","270","21.5","Crestline New Jersey Inc"
"2026-02-10","","B46334","SHANBAO Jujube Snack | 山宝 红枣膨化食品 12bags*200g","糖果零食","膨化食品","山宝","02-10-2026/0.0","0.0","2026-02-10","60.0","60.0","6*7=42","Case","16.868","","270","999.0","Crestline New Jersey Inc"
"L261000133","","B62274","WANXIAN Pineapple Snack | 湾鲜 菠萝海苔 & 干海带 30bags*1000g","糖果零食","海苔 & 干海带","湾鲜","10-31-2026/0.0","5.0","2026-10-31","9.0","9.0","16*11=176","Case","36.301","已到警报日期","540","42.0","Crestline New Jersey Inc"
"L280100134","","B62274","WANXIAN Pineapple Snack | 湾鲜 菠萝海苔 & 干海带 30bags*1000g","糖果零食","海苔 & 干海带","湾鲜","01-22-2028/0.0","4.0","2028-01-22","9.0","9.0","16*11=176","Case","36.301","","540","42.0","Crestline New Jersey Inc"
"2025-11-11","","B62274","WANXIAN Pineapple Snack | 湾鲜 菠萝海苔 & 干海带 30bags*1000g","糖果零食","海苔 & 干海带","湾鲜","11-11-2025/0.0","0.0","2025-11-11","9.0","9.0","16*11=176","Case","36.301","","540","42.0","Crestline New Jersey Inc"
"L270600136","","L60206","Chengfeng Original Dried Vegetables | 橙丰 原味枣 6bags*100g","蔬菜类干货","枣","橙丰","06-22-2027/0.0","13.0","2027-06-22","25.0","25.0","5*6=30","Case","40.265","","360","56.5","Crestline New Jersey Inc"
"L270700137","","L60206","Chengfeng Original Dried Vegetables | 橙丰 原味枣 6bags*100g","蔬菜类干货","枣","橙丰","07-09-2027/0.0","12.0","2027-07-09","25.0","25.0","5*6=30","Case","40.265","","360","56.5","Crestline New Jersey Inc"
"L270300138","","L76387","Chengfeng Seafood Dried Vegetables | 橙丰 海鲜枣 6bags*400g","蔬菜类干货","枣","橙丰","03-04-2027/0.0","1.0","2027-03-04","1.0","1.0","","Case","50.647","","360","64.5","Crestline New Jersey Inc"
"L261200139","","L76387","Chengfeng Seafood Dried Vegetables | 橙丰 海鲜枣 6bags*400g","蔬菜类干货","枣","橙丰","12-14-2026/0.0","0.0","2026-12-14","1.0","1.0","","Case","50.647","","360","64.5","Crestline New Jersey Inc"
"L270400140","","L30342","Chengfeng Pineapple Dried Vegetables | 橙丰 菠萝枣 6bags*100g","蔬菜类干货","枣","橙丰","04-17-2027/0.0","3.0","2027-04-17","7.0","7.0","13*14=182","Case","60.7","","360","77.5","Crestline New Jersey Inc"
"L270200141","","L30342","Chengfeng Pineapple Dried Vegetables | 橙丰 菠萝枣 6bags*100g","蔬菜类干货","枣","橙丰","02-21-2027/0.0","2.0","2027-02-21","7.0","7.0","13*14=182","Case","60.7","","360","77.5","Crestline New Jersey Inc"
"L270300142","","L30342","Chengfeng Pineapple Dried Vegetables | 橙丰 菠萝枣 6bags*100g","蔬菜类干货","枣","橙丰","03-16-2027/0.0","2.0","2027-03-16","7.0","7.0","13*14=182","Case","60.7","","360","77.5","Crestline New Jersey Inc"
"L260400143","","L30342","Chengfeng Pineapple Dried Vegetables | 橙丰 菠萝枣 6bags*100g","蔬菜类干货","枣","橙丰","04-05-2026/0.0","0.0","2026-04-05","7.0","7.0","13*14=182","Case","60.7","","360","77.5","Crestline New Jersey Inc"
"L260200144","","L30342","Chengfeng Pineapple Dried Vegetables | 橙丰 菠萝枣 6bags*100g","蔬菜类干货","枣","橙丰","02-21-2026/0.0","0.0","2026-02-21","7.0","7.0","13*14=182","Case","60.7","","360","77.5","Crestline New Jersey Inc"
"L261000145","","B66373","Fuxi Pineapple Snack | 福喜 菠萝膨化/面制零食 30bags*70g","糖果零食","膨化/面制零食","福喜","10-18-2026/0.0","0.0","2026-10-18","0.0","0.0","","Case","32.596","","270","40.0","Crestline New Jersey Inc"
"L251100146","","B66373","Fuxi Pineapple Snack | 福喜 菠萝膨化/面制零食 30bags*70g","糖果零食","膨化/面制零食","福喜","11-23-2025/0.0","0.0","2025-11-23","0.0","0.0","","Case","32.596","","270","40.0","Crestline New Jersey Inc"
"L270500147","","B23232","Fuxi Green Tea Snack | 福喜 绿茶膨化食品 8bags*70g","糖果零食","膨化食品","福喜","05-28-2027/0.0","19.0","2027-05-28","55.0","55.0","13*10=130","Case","41.194","","270","47.5","Crestline New Jersey Inc"
"L270300148","","B23232","Fuxi Green Tea Snack | 福喜 绿茶膨化食品 8bags*70g","糖果零食","膨化食品","福喜","03-19-2027/0.0","18.0","2027-03-19","55.0","55.0","13*10=130","Case","41.194","","270","47.5","Crestline New Jersey Inc"
"L270400149","","B23232","Fuxi Green Tea Snack | 福喜 绿茶膨化食品 8bags*70g","糖果零食","膨化食品","福喜","04-28-2027/0.0","18.0","2027-04-28","55.0","55.0","13*10=130","Case","41.194","","270","47.5","Crestline New Jersey Inc"
"L260400150","","B23232","Fuxi Green Tea Snack | 福喜 绿茶膨化食品 8bags*70g","糖果零食","膨化食品","福喜","04-02-2026/0.0","0.0","2026-04-02","55.0","55.0","13*10=130","Case","41.194","","270","999.0","Crestline New Jersey Inc"
"L270200151","","FA87267","Runliang Beef Frozen Food | 润亮 牛肉冷冻糕饼&煎饼&烤饼 30bags*1000g","冷冻和冷藏食品","冷冻糕饼&煎饼&烤饼","润亮","02-22-2027/0.0","0.0","2027-02-22","0.0","0.0","17*11=187","Case","43.301","","360","62.5","Crestline New Jersey Inc"
"L271200152","","FA94174","Runliang Honey Frozen Food | 润亮 蜂蜜粽子&米制糕饼 8bags*400g","冷冻和冷藏食品","粽子&米制糕饼","润亮","12-03-2027/0.0","0.0","2027-12-03","0.0","0.0","","Case","50.575","","540","56.5","Crestline New Jersey Inc"
"L270500153","","FA94174","Runliang Honey Frozen Food | 润亮 蜂蜜粽子&米制糕饼 8bags*400g","冷冻和冷藏食品","粽子&米制糕饼","润亮","05-12-2027/0.0","0.0","2027-05-12","0.0","0.0","","Case","50.575","","540","56.5","Crestline New Jersey Inc"
"L251100154","","FA94174","Runliang Honey Frozen Food | 润亮 蜂蜜粽子&米制糕饼 8bags*400g","冷冻和冷藏食品","粽子&米制糕饼","润亮","11-26-2025/0.0","0.0","2025-11-26","0.0","0.0","","Case","50.575","","540","56.5","Crestline New Jersey Inc"
"L270300155","","FG39192","Runliang Mango Frozen Food | 润亮 芒果冷冻牛肉 30bags*500g","冷冻和冷藏食品","冷冻牛肉","润亮","03-03-2027/0.0","83.0","2027-03-03","83.0","83.0","","LB","49.092","","360","67.5","Crestline New Jersey Inc"
"2026-01-31","","FG39192","Runliang Mango Frozen Food | 润亮 芒果冷冻牛肉 30bags*500g","冷冻和冷藏食品","冷冻牛肉","润亮","01-31-2026/0.0","0.0","2026-01-31","83.0","83.0","","LB","49.092","","360","67.5","Crestline New Jersey Inc"
"L270900157","","FA97196","Runliang Jujube Frozen Food | 润亮 红枣汤圆 8bags*200g","冷冻和冷藏食品","汤圆","润亮","09-18-2027/0.0","1.0","2027-09-18","2.0","3.0","12*12=144","Case","35.945","","540","43.5","Crestline New Jersey Inc"
"L270900158","","FA97196","Runliang Jujube Frozen Food | 润亮 红枣汤圆 8bags*200g","冷冻和冷藏食品","汤圆","润亮","09-24-2027/0.0","1.0","2027-09-24","2.0","3.0","12*12=144","Case","35.945","","540","43.5","Crestline New Jersey Inc"
"L270100159","","G53180","Zhouyou Taro Seasoning | 舟友 芋头调味汁 10bags*400g","调味品","调味汁","舟友","01-13-2027/0.0","6.0","2027-01-13","6.0","6.0","","Case","14.819","","540","18.0","Crestline New Jersey Inc"
"L260600160","","E56203","Zhouyou Taro Seasoning | 舟友 芋头辣椒调味品 8bags*1000g","调味品","辣椒调味品","舟友","06-18-2026/0.0","2.0","2026-06-18","4.0","9.0","9*12=108","Case","39.216","已到警报日期","1080","51.5","Crestline New Jersey Inc"
"L261200161","","E56203","Zhouyou Taro Seasoning | 舟友 芋头辣椒调味品 8bags*1000g","调味品","辣椒调味品","舟友","12-20-2026/0.0","1.0","2026-12-20","4.0","9.0","9*12=108","Case","39.216","","1080","51.5","Crestline New Jersey Inc"
"L270400162","","E56203","Zhouyou Taro Seasoning | 舟友 芋头辣椒调味品 8bags*1000g","调味品","辣椒调味品","舟友","04-17-2027/0.0","1.0","2027-04-17","4.0","9.0","9*12=108","Case","39.216","","1080","51.5","Crestline New Jersey Inc"
"2025-11-23","","E56203","Zhouyou Taro Seasoning | 舟友 芋头辣椒调味品 8bags*1000g","调味品","辣椒调味品","舟友","11-23-2025/0.0","0.0","2025-11-23","4.0","9.0","9*12=108","Case","39.216","","1080","51.5","Crestline New Jersey Inc"
"L270100164","","A40326","XIANYOU Melon Drink | 鲜友 哈密瓜牛奶 24btls*500ml","饮料","牛奶","鲜友","01-11-2027/0.0","317.0","2027-01-11","317.0","369.0","4*11=44","Case","24.047","","360","29.0","Crestline New Jersey Inc"
"L251200165","","A40326","XIANYOU Melon Drink | 鲜友 哈密瓜牛奶 24btls*500ml","饮料","牛奶","鲜友","12-24-2025/0.0","0.0","2025-12-24","317.0","369.0","4*11=44","Case","24.047","","360","29.0","Crestline New Jersey Inc"
"L250800166","","A40326","XIANYOU Melon Drink | 鲜友 哈密瓜牛奶 24btls*500ml","饮料","牛奶","鲜友","08-22-2025/0.0","0.0","2025-08-22","317.0","369.0","4*11=44","Case","24.047","","360","29.0","Crestline New Jersey Inc"
"L270200167","","A55116","XIANYOU Milk Drink | 鲜友 牛奶椰奶 12btls*330ml","饮料","椰奶","鲜友","02-07-2027/0.0","5.0","2027-02-07","15.0","29.0","12*9=108","Case","12.225","","1080","16.0","Crestline New Jersey Inc"
"L270700168","","A55116","XIANYOU Milk Drink | 鲜友 牛奶椰奶 12btls*330ml","饮料","椰奶","鲜友","07-15-2027/0.0","5.0","2027-07-15","15.0","29.0","12*9=108","Case","12.225","","1080","16.0","Crestline New Jersey Inc"
"L281100169","","A55116","XIANYOU Milk Drink | 鲜友 牛奶椰奶 12btls*330ml","饮料","椰奶","鲜友","11-29-2028/0.0","5.0","2028-11-29","15.0","29.0","12*9=108","Case","12.225","","1080","16.0","Crestline New Jersey Inc"
"L270800170","","A59240","XIANYOU Beef Drink | 鲜友 牛肉即饮茶 20btls*480ml","饮料","即饮茶","鲜友","08-20-2027/0.0","0.0","2027-08-20","0.0","1.0","7*7=49","Case","15.488","","360","20.0","Crestline New Jersey Inc"
"L270100171","","A59240","XIANYOU Beef Drink | 鲜友 牛肉即饮茶 20btls*480ml","饮料","即饮茶","鲜友","01-22-2027/0.0","0.0","2027-01-22","0.0","1.0","7*7=49","Case","15.488","","360","20.0","Crestline New Jersey Inc"
"L260700172","","A59240","XIANYOU Beef Drink | 鲜友 牛肉即饮茶 20btls*480ml","饮料","即饮茶","鲜友","07-07-2026/0.0","0.0","2026-07-07","0.0","1.0","7*7=49","Case","15.488","","360","20.0","Crestline New Jersey Inc"
"2026-05-26","","A59240","XIANYOU Beef Drink | 鲜友 牛肉即饮茶 20btls*480ml","饮料","即饮茶","鲜友","05-26-2026/0.0","0.0","2026-05-26","0.0","1.0","7*7=49","Case","15.488","","360","999.0","Crestline New Jersey Inc"
"L270200174","","B68372","Jiaqing Peach Snack | 嘉青 蜜桃调味素食零食 12bags*200g","糖果零食","调味素食零食","嘉青","02-11-2027/0.0","215.0","2027-02-11","215.0","280.0","","Case","24.46","","240","999.0","Crestline New Jersey Inc"
"L270600175","","B58389","Jiaqing Chicken Snack | 嘉青 鸡肉蜜饯果干 6bags*70g","糖果零食","蜜饯果干","嘉青","06-22-2027/0.0","168.0","2027-06-22","168.0","168.0","17*13=221","Case","24.029","","360","35.5","Crestline New Jersey Inc"
"L270400176","","B96137","Jiaqing Milk Snack | 嘉青 牛奶米果&爆米花 20bags*1000g","糖果零食","米果&爆米花","嘉青","04-13-2027/0.0","8.0","2027-04-13","15.0","25.0","","Case","22.778","","360","25.5","Crestline New Jersey Inc"
"L270700177","","B96137","Jiaqing Milk Snack | 嘉青 牛奶米果&爆米花 20bags*1000g","糖果零食","米果&爆米花","嘉青","07-25-2027/0.0","7.0","2027-07-25","15.0","25.0","","Case","22.778","","360","25.5","Crestline New Jersey Inc"
"2025-08-21","","B96137","Jiaqing Milk Snack | 嘉青 牛奶米果&爆米花 20bags*1000g","糖果零食","米果&爆米花","嘉青","08-21-2025/0.0","0.0","2025-08-21","15.0","25.0","","Case","22.778","","360","25.5","Crestline New Jersey Inc"
